issuerName,issuerTradingSymbol:ID(Company),form,sector,marketCap:double,:LABEL
"EndoChoice Holdings, Inc.",GI,Form 4,unknown,,Company
MSC INDUSTRIAL DIRECT CO INC,MSM,Form 4,Capital Goods,4597121379.24,Company
LTX CORP,LTXX,Form 4,unknown,,Company
Verso Paper Corp.,VRS,Form 4,Basic Industries,674508859.08,Company
SINCLAIR BROADCAST GROUP INC,SBGI,Form 4,Consumer Services,3532325961.15,Company
APTARGROUP INC,ATR,Form 4,unknown,,Company
Visa Inc.,V,Form 4,Miscellaneous,345288983833.2,Company
ACCO BRANDS CORP,ABD,Form 4,unknown,,Company
"Vantiv, Inc.",VNTV,Form 4,unknown,,Company
RPX Corp,RPXC,Form 4,unknown,,Company
EASTERN VIRGINIA BANKSHARES INC,EVBS,Form 4,unknown,,Company
NATUREWELL INC,NAWL,Form 4,unknown,,Company
Atlantic Coast Financial CORP,ACFC,Form 4,unknown,,Company
Lumentum Holdings Inc.,LITE,Form 4,Consumer Durables,3919150000.0,Company
Community Healthcare Trust Inc,CHCT,Form 4,Consumer Services,632708689.6,Company
Ocean Shore Holding Co.,OSHC,Form 4,unknown,,Company
"Otonomy, Inc.",OTIC,Form 4,Health Care,83771174.76,Company
ULTIMATE SOFTWARE GROUP INC,ULTI,Form 4,Technology,10512116332.14,Company
THERAVANCE INC,THRX,Form 4,unknown,,Company
CRAY INC,CRAY,Form 4,Technology,1021845823.11,Company
Pershing Gold Corp.,PGLC,Form 4,Basic Industries,40075535.99,Company
Franklin Financial Network Inc.,FSB,Form 4,Finance,446464590.35,Company
QUAKER CHEMICAL CORP,KWR,Form 4,Basic Industries,2651515078.8,Company
BAXTER INTERNATIONAL INC,BAX,Form 4,Health Care,39147667868.76,Company
ANGIODYNAMICS INC,ANGO,Form 4,Health Care,804391816.98,Company
SEAGATE TECHNOLOGY,STX,Form 4,Technology,13314542208.32,Company
Adient Ltd,ADNT,Form 4,Capital Goods,1345930502.11,Company
STEIN MART INC,SMRT,Form 4,Consumer Services,57894189.98,Company
GOLDMAN SACHS GROUP INC/,GS,Form 4,Finance,72641703482.25,Company
MARWICH II LTD,MWII,Form 4,unknown,,Company
Sunshine Financial Inc,SSNF,Form 4,unknown,,Company
"Gaming & Leisure Properties, Inc.",GLPI,Form 4,Consumer Services,7928747445.96,Company
FUSION TELECOMMUNICATIONS INTERNATIONAL INC,FSN,Form 4,unknown,,Company
DOUBLE EAGLE PETROLEUM CO,DBLE,Form 4,unknown,,Company
PACIFIC HEALTH CARE ORGANIZATION INC,PHCO,Form 4,unknown,,Company
GLOBAL INCOME FUND INC,GIF,Form 4,unknown,,Company
KIMBERLY CLARK CORP,KMB,Form 4,Consumer Durables,40766638485.54,Company
ADCARE HEALTH SYSTEMS INC,ADK,Form 4,unknown,,Company
MOOG INC,MOGA/MOGB,Form 4,unknown,,Company
STEEL DYNAMICS INC,STLD,Form 4,Basic Industries,8179841479.0,Company
EMERSON ELECTRIC CO,EMR,Form 4,Energy,41744980823.28,Company
"Laredo Petroleum Holdings, Inc.",LPI,Form 4,Energy,720487342.96,Company
SPORTAN UNITED INDUSTRIES INC,SPTA.OB,Form 4,unknown,,Company
"Atlas Energy Group, LLC",ATLS,Form 4,unknown,,Company
"QUINSTREET, INC",QNST,Form 4,Miscellaneous,653969336.93,Company
ACCURIDE CORP,ACW,Form 4,unknown,,Company
Invitae Corp,NVTA,Form 4,Health Care,1790477510.22,Company
ALPINE GLOBAL PREMIER PROPERTIES FUND,AWP,Form 4,unknown,,Company
Boulevard Acquisition Corp.,BLVD,Form 4,unknown,,Company
TREMISIS ENERGY ACQUISITION CORP,TEGY,Form 4,unknown,,Company
"TeleNav, Inc.",TNAV,Form 4,Capital Goods,277342783.83,Company
HCA INC/TN,(HCA),Form 4,unknown,,Company
FAMOUS DAVES OF AMERICA INC,DAVE,Form 4,Consumer Services,55690467.65,Company
OFFSHORE LOGISTICS INC,OLG,Form 4,unknown,,Company
"BeiGene, Ltd.",BGNE,Form 4,Health Care,5159117284.88,Company
MASTERCARD INC,MA,Form 4,Miscellaneous,253380016850.0,Company
FEDERATED INVESTORS INC /PA/,FII,Form 4,Finance,2993806005.3,Company
NAVIENT CORP,NAVI,Form 4,Finance,2885186387.8,Company
CIT GROUP INC,CIT,Form 4,Finance,5051538589.12,Company
J C PENNEY CO INC,JCP,Form 4,Consumer Services,583487811.45,Company
WASHINGTON TRUST BANCORP INC,WASH,Form 4,Finance,873926393.97,Company
"Diamondback Energy, Inc.",FANG,Form 4,Energy,17000337005.24,Company
EAGLE FINANCIAL SERVICES INC,EFSI,Form 4,unknown,,Company
MARTIN MIDSTREAM PARTNERS LP,MMLP,Form 4,Energy,495924598.7,Company
UNION BANKSHARES INC,UNB,Form 4,Finance,205969660.12,Company
INTEST CORP,INTT,Form 4,Capital Goods,74793400.54,Company
CIRCOR INTERNATIONAL INC,CIR,Form 4,Capital Goods,575863411.0,Company
TABLE TRAC INC,TBTC.OB,Form 4,unknown,,Company
Resource Capital Corp.,RSO,Form 4,unknown,,Company
LEMAITRE VASCULAR INC,LMAT,Form 4,Health Care,600386419.5,Company
BIO KEY INTERNATIONAL INC,BKYI,Form 4,Technology,15096097.44,Company
Citizens Community Bancorp Inc.,CZWI,Form 4,Finance,131880284.48,Company
PITNEY BOWES INC /DE/,PBI,Form 4,Miscellaneous,1313939155.36,Company
FIRST CAPITAL INC,(FCAP),Form 4,unknown,,Company
Capitol Acquisition Corp. II,CLAC,Form 4,unknown,,Company
Salomon Brothers Variable Rate Strategic Fund Inc.,GFY,Form 4,unknown,,Company
POPULAR INC,BPOP,Form 4,Finance,5478021966.76,Company
GLU MOBILE INC,GLUU,Form 4,Technology,1337437386.24,Company
"INNOVUS PHARMACEUTICALS, INC.",INNV,Form 4,unknown,,Company
Garrison Capital Inc.,GARS,Form 4,unknown,,Company
MITEK SYSTEMS INC,MITK,Form 4,Technology,439251395.94,Company
JUNIPER NETWORKS INC,JNPR,Form 4,Technology,9206028291.6,Company
"APPLIED OPTOELECTRONICS, INC.",AAOI,Form 4,Technology,279947191.04,Company
WESTCOAST HOSPITALITY CORP,WEH,Form 4,unknown,,Company
Pacific Asia Petroleum Inc,PFAP.PK,Form 4,unknown,,Company
TUESDAY MORNING CORP/DE,TUES,Form 4,Consumer Services,110451152.96,Company
OHIO VALLEY BANC CORP,OVBC,Form 4,Finance,169182234.94,Company
MARINE PRODUCTS CORP,MPX,Form 4,Capital Goods,467786724.48,Company
AMP Holding Inc.,AMPD,Form 4,unknown,,Company
AMERCO /NV/,UHAEQ,Form 4,unknown,,Company
"FIRST BUSINESS FINANCIAL SERVICES, INC.",FBIZ,Form 4,Finance,187801981.32,Company
Douglas Emmett Inc,DEI,Form 4,Consumer Services,6996157984.2,Company
"Bats Global Markets, Inc.",BATS,Form 4,unknown,,Company
NATIONAL INSTRUMENTS CORP /DE/,NATI,Form 4,Technology,5982604645.68,Company
"K2M GROUP HOLDINGS, INC.",KTWO,Form 4,unknown,,Company
"Wolverine Bancorp, Inc.",WBKC,Form 4,unknown,,Company
PARAMETRIC TECHNOLOGY CORP,PMTC,Form 4,unknown,,Company
"Spectra Energy Partners, LP",SEP,Form 4,unknown,,Company
REGIONS FINANCIAL CORP,RF,Form 4,Finance,16090394555.46,Company
INVACARE CORP,IVC,Form 4,Health Care,328882376.48,Company
"Upland Software, Inc.",UPLD,Form 4,Technology,865734940.0,Company
"Medbox, Inc.",MDBX,Form 4,unknown,,Company
"Pathfinder Bancorp, Inc.",PBHC,Form 4,Finance,61552448.08,Company
EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,Form 4,Transportation,13196238923.46,Company
CONTROL4 CORP,CTRL,Form 4,Capital Goods,453765447.02,Company
ELECTRIC FUEL CORP,ARTX,Form 4,Miscellaneous,80650903.8,Company
"Enphase Energy, Inc.",ENPH,Form 4,Technology,995231081.52,Company
FIRST AMERICAN CORP,(FAF),Form 4,unknown,,Company
"RUBICON PROJECT, INC.",RUBI,Form 4,Technology,355931736.32,Company
"Aqua Metals, Inc.",AQMS,Form 4,Basic Industries,169010422.71,Company
"Oaktree Capital Group, LLC",OAK,Form 4,Finance,7725280587.8,Company
HARMONIC INC,HLIT,Form 4,Technology,501921442.0,Company
MOHAWK INDUSTRIES INC,MHK,Form 4,Consumer Durables,9617216301.0,Company
WHX CORP,WHX,Form 4,unknown,,Company
"Pole Perfect Studios, Inc.",PPFT,Form 4,unknown,,Company
Vringo Inc,VRNGU,Form 4,unknown,,Company
SUPREME INDUSTRIES INC,STS,Form 4,unknown,,Company
APPLIED MICRO CIRCUITS CORP,AMCC,Form 4,unknown,,Company
"MODEL N, INC.",MODN,Form 4,Technology,531176238.88,Company
"Crimson Wine Group, Ltd",CWGL,Form 4,unknown,,Company
"Pacira Pharmaceuticals, Inc.",PCRX,Form 4,Health Care,1596828837.18,Company
UNUMPROVIDENT CORP,UNM,Form 4,Finance,7758719416.5,Company
HUBBELL INC,"HUBA, HUBB",Form 4,unknown,,Company
QUEST DIAGNOSTICS INC,DGX,Form 4,Health Care,11856656732.08,Company
DEMAND MEDIA INC.,DMD,Form 4,unknown,,Company
WESBANCO INC,WSBC,Form 4,Finance,2223802362.82,Company
MOTORCAR PARTS & ACCESSORIES INC,MPAA,Form 4,Capital Goods,383705680.8,Company
PHILLIPS 66 PARTNERS LP,PSXP,Form 4,Energy,6380189467.55,Company
"Paycom Software, Inc.",PAYC,Form 4,Technology,10608273096.93,Company
"Acacia Communications, Inc.",ACIA,Form 4,Technology,2161060229.68,Company
APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Form 4,Health Care,73386818.16,Company
"Pandora Media, Inc.",P,Form 4,unknown,,Company
Genpact LTD,G,Form 4,Consumer Services,6405533833.23,Company
MONSANTO CO /NEW/,MON,Form 4,unknown,,Company
AMAZON COM INC,AMZN,Form 4,Consumer Services,830530758440.9,Company
"Professional Diversity Network, Inc.",IPDN,Form 4,Technology,10928133.0,Company
WILLIAMS COMPANIES INC,WMB,Form 4,Public Utilities,33544180985.1,Company
SANDY SPRING BANCORP INC,SASR,Form 4,Finance,1197495923.19,Company
CAPSTONE TURBINE CORP,CPST,Form 4,Energy,60854279.5,Company
Ottawa Bancorp Inc,OTTW,Form 4,Finance,45948684.96,Company
DOVER CORP,DOV,Form 4,Technology,13247572668.0,Company
IEH CORPORATION,IEHC.OB,Form 4,unknown,,Company
Triton International Ltd,TRTN,Form 4,Technology,2525301415.26,Company
CPI Card Group Inc.,PMTS,Form 4,Finance,41293986.9,Company
Equitable Financial Corp.,EQFN,Form 4,unknown,,Company
SILICON LABORATORIES INC,SLAB,Form 4,Technology,3468201688.1,Company
"Hamilton Bancorp, Inc.",HBK,Form 4,Finance,49925424.3476,Company
SOTHEBYS HOLDINGS INC,BID,Form 4,Miscellaneous,1848496823.0,Company
MUTUALFIRST FINANCIAL INC,MFSF,Form 4,Finance,261115071.7,Company
"Kush Bottles, Inc.",KSHB,Form 4,unknown,,Company
"Dermira, Inc.",DERM,Form 4,Health Care,321270787.53,Company
"Gastar Exploration USA, Inc.",GST.PR.A,Form 4,unknown,,Company
RUDOLPH TECHNOLOGIES INC,RTEC,Form 4,Capital Goods,679962360.0,Company
SALON MEDIA GROUP INC,SALN.OB,Form 4,unknown,,Company
IMPAC MORTGAGE HOLDINGS INC,IMH,Form 4,Consumer Services,86790894.66,Company
HARLEY DAVIDSON INC,HDI,Form 4,unknown,,Company
Fortive Corp,FTV,Form 4,Capital Goods,27834626127.3,Company
RIMAGE CORP,RIMG,Form 4,unknown,,Company
SOLARCITY CORP,SCTY,Form 4,unknown,,Company
"Evolent Health, Inc.",EVH,Form 4,Consumer Services,1078313827.58,Company
ECHELON CORP,ELON,Form 4,unknown,,Company
ITT INDUSTRIES INC,ITT,Form 4,Capital Goods,5049972000.0,Company
AMERISAFE INC,AMSF,Form 4,Finance,1164099491.8,Company
MASTEC INC,MTZ,Form 4,Basic Industries,3627285383.8,Company
PINNACLE FINANCIAL PARTNERS INC,PNFP,Form 4,Finance,4499942770.0,Company
VIVUS INC,VVUS,Form 4,Health Care,50526529.0,Company
AGIOS PHARMACEUTICALS INC,AGIO,Form 4,Health Care,3849426020.48,Company
MARSH & MCLENNAN COMPANIES INC,MMC,Form 4,Finance,46333646735.4,Company
BOSTON PRIVATE FINANCIAL HOLDINGS INC,BPFH,Form 4,Finance,969186874.24,Company
ASA BERMUDA LTD,ASA,Form 4,unknown,,Company
"Bonanza Creek Energy, Inc.",BCEI,Form 4,Energy,446327010.61,Company
